s1_test_0000.wav,"[0.00672563 0.00820848 0.00729501 0.00703138 0.0076281  0.00691888
 0.00785971 0.90768385 0.00689222 0.00840157 0.00665666 0.00718611
 0.01151235]"
s1_test_0001.wav,"[0.01426449 0.0066895  0.67721355 0.00483969 0.0067141  0.00739823
 0.00649326 0.01736282 0.00748056 0.22453927 0.00914318 0.00872928
 0.00913209]"
s1_test_0002.wav,"[0.01879944 0.01140231 0.38425818 0.01064754 0.38441515 0.01283057
 0.07295351 0.01507156 0.01685692 0.02355044 0.00801138 0.02316575
 0.01803723]"
s1_test_0003.wav,"[0.01114464 0.00634252 0.00487593 0.00561544 0.00593939 0.0048099
 0.00800185 0.00646187 0.00554249 0.92757815 0.00522976 0.0044381
 0.00401986]"
s1_test_0004.wav,"[0.00723396 0.00806744 0.007783   0.00805038 0.90498155 0.008464
 0.00857475 0.0084551  0.00773921 0.00835743 0.00642324 0.00694531
 0.00892461]"
s1_test_0005.wav,"[0.00650345 0.00429867 0.93713236 0.00334952 0.00387951 0.00475974
 0.00477411 0.00474507 0.00668064 0.00832743 0.00346749 0.00657626
 0.00550562]"
s1_test_0006.wav,"[0.00552756 0.00608776 0.00671733 0.0061645  0.00616635 0.00671727
 0.00514631 0.00749559 0.00534159 0.00725366 0.92187005 0.00836535
 0.00714668]"
s1_test_0007.wav,"[0.00739097 0.00778928 0.00806538 0.00854901 0.00811027 0.00812572
 0.00777557 0.00771257 0.00692859 0.00764927 0.9062744  0.00927886
 0.00635012]"
s1_test_0008.wav,"[0.0051111  0.00568296 0.9209188  0.01076556 0.00452101 0.00886368
 0.00417153 0.01001627 0.00627902 0.00759443 0.00359676 0.00623882
 0.00623996]"
s1_test_0009.wav,"[0.00510594 0.00547458 0.00913049 0.00657075 0.91647315 0.00632771
 0.00712883 0.00483586 0.00548492 0.00570183 0.00514767 0.01436687
 0.00825151]"
s1_test_0010.wav,"[0.90970707 0.00643475 0.00910298 0.00735039 0.00805902 0.0072611
 0.00744413 0.0070287  0.00787623 0.00792218 0.00665249 0.00831163
 0.00684941]"
s1_test_0011.wav,"[0.00721264 0.00727566 0.00609485 0.00762381 0.00810814 0.00740999
 0.00704774 0.00773899 0.00624295 0.00772307 0.00674678 0.00692566
 0.9138498 ]"
s1_test_0012.wav,"[0.00697921 0.00909447 0.00937067 0.00867373 0.00903511 0.00745278
 0.00807855 0.90346396 0.00729208 0.00805038 0.00819381 0.00736791
 0.00694735]"
s1_test_0013.wav,"[0.01211579 0.00718438 0.00502932 0.0073457  0.0071739  0.00546975
 0.00939693 0.00897527 0.00394195 0.91526914 0.00580487 0.005526
 0.00676699]"
s1_test_0014.wav,"[0.00773086 0.00793749 0.00679901 0.00805125 0.00836153 0.00845717
 0.00947245 0.00729594 0.90655077 0.00769063 0.00792438 0.00789843
 0.00583002]"
s1_test_0015.wav,"[0.00672538 0.00649081 0.00713554 0.91469455 0.00645925 0.00811857
 0.00666394 0.00745758 0.00648063 0.00794446 0.00754667 0.00752611
 0.00675642]"
s1_test_0016.wav,"[0.00594896 0.00725778 0.00674295 0.00687403 0.00667266 0.9119505
 0.00743492 0.00795326 0.008545   0.00665711 0.00857472 0.00818473
 0.00720323]"
s1_test_0017.wav,"[0.89663994 0.01020476 0.00933094 0.00766373 0.00671284 0.00715985
 0.00919716 0.00988014 0.00805818 0.01029859 0.00696894 0.00929077
 0.00859418]"
s1_test_0018.wav,"[0.00616164 0.00722569 0.00930794 0.00740422 0.9085018  0.0086448
 0.00774007 0.0074678  0.00814061 0.00787019 0.00654006 0.0065485
 0.00844669]"
s1_test_0019.wav,"[0.00827018 0.00756883 0.009187   0.00792661 0.00834046 0.00692217
 0.00827749 0.00825949 0.00874705 0.00856031 0.00665669 0.00793386
 0.9033499 ]"
s1_test_0020.wav,"[0.00994706 0.00602575 0.00455183 0.00575569 0.00647904 0.00508608
 0.00690528 0.00674334 0.00374501 0.9291982  0.00595754 0.00478556
 0.00481972]"
s1_test_0021.wav,"[0.00713055 0.00673871 0.00812934 0.00731123 0.00748865 0.00717936
 0.00847717 0.00694578 0.9100916  0.00870205 0.00719945 0.00790428
 0.00670188]"
s1_test_0022.wav,"[0.0059283  0.00571356 0.87057126 0.01346009 0.00599762 0.0112745
 0.00419227 0.04691165 0.00760124 0.00988007 0.00418871 0.00710455
 0.00717624]"
s1_test_0023.wav,"[0.00699576 0.00848514 0.00787696 0.00694776 0.00795663 0.9079088
 0.0068985  0.00761966 0.00854514 0.00786312 0.00745926 0.0079345
 0.00750881]"
s1_test_0024.wav,"[0.00638507 0.00744094 0.01246818 0.00795885 0.00838742 0.00814013
 0.9034817  0.00722575 0.00797611 0.00809802 0.00722649 0.00718826
 0.00802313]"
s1_test_0025.wav,"[0.00974895 0.00687024 0.9068796  0.00464607 0.0053808  0.00773311
 0.00566077 0.0050298  0.00747604 0.02252169 0.00429164 0.00714533
 0.00661595]"
s1_test_0026.wav,"[0.00677021 0.00628846 0.00672106 0.00772392 0.9141573  0.00612613
 0.00954359 0.00732285 0.00755721 0.00708027 0.00624122 0.00738231
 0.00708544]"
s1_test_0027.wav,"[0.01028363 0.53685105 0.01007055 0.00928797 0.00721248 0.00791608
 0.00636617 0.00697259 0.00844523 0.00948276 0.3574277  0.02047939
 0.00920442]"
s1_test_0028.wav,"[0.00809837 0.00583661 0.01382836 0.00653623 0.79194415 0.00591016
 0.00631714 0.00578364 0.00597983 0.00629315 0.0153513  0.11092173
 0.01719925]"
s1_test_0029.wav,"[0.00718518 0.00487986 0.0040463  0.00466922 0.00601917 0.00453525
 0.00626435 0.00478889 0.00482608 0.94019157 0.00451662 0.00398728
 0.00409028]"
s1_test_0030.wav,"[0.00658109 0.00650666 0.00660649 0.00708088 0.00680312 0.00665013
 0.00714263 0.00834277 0.00652588 0.00694839 0.00923174 0.86834395
 0.05323622]"
s1_test_0031.wav,"[0.00660878 0.00763511 0.0067734  0.00765583 0.00814614 0.00756914
 0.00871061 0.00720913 0.912096   0.00699478 0.00742482 0.00713961
 0.00603669]"
s1_test_0032.wav,"[0.00778284 0.00769874 0.00762072 0.9073044  0.00841447 0.00707809
 0.00602784 0.00815314 0.0066373  0.01017857 0.00687836 0.00835498
 0.00787061]"
s1_test_0033.wav,"[0.00729443 0.00735104 0.00865711 0.00789497 0.00719905 0.00662376
 0.91000915 0.00763415 0.00848455 0.00758997 0.00645666 0.00660381
 0.00820133]"
