challenge_4_test_0000.wav,"[0.82766736 0.00600287 0.00657502 0.00591775 0.00599359 0.00709772
 0.00220537 0.00965944 0.00720025 0.00664897 0.01361332 0.00911903
 0.00938725 0.01864167 0.00750049 0.01349406 0.00257447 0.00593536
 0.01052088 0.00567275 0.01149667 0.00707569]"
challenge_4_test_0001.wav,"[0.04147504 0.01507961 0.0158281  0.01840984 0.03381212 0.03609547
 0.00444478 0.1101147  0.01994725 0.04118774 0.11239848 0.03060687
 0.04269027 0.1596606  0.11960872 0.03036802 0.00807696 0.01630101
 0.02225356 0.01615042 0.08847333 0.01701704]"
challenge_4_test_0002.wav,"[0.01652096 0.01004403 0.01597974 0.00940009 0.01293048 0.01297651
 0.00428311 0.00939428 0.01475037 0.36318704 0.022375   0.01366868
 0.01486503 0.01926079 0.01756107 0.01346342 0.00644589 0.01242932
 0.01244114 0.03399777 0.35329515 0.01073021]"
challenge_4_test_0004.wav,"[0.00439098 0.00790282 0.0046078  0.00367969 0.00456478 0.01144016
 0.003147   0.00260964 0.00322628 0.00532768 0.00555117 0.00571022
 0.00401047 0.89962375 0.00408318 0.00528805 0.00257682 0.00364466
 0.00476078 0.00443459 0.00466309 0.00475631]"
challenge_4_test_0005.wav,"[0.00975718 0.00969151 0.00627776 0.00886468 0.01415379 0.00663542
 0.0030509  0.00477869 0.00562778 0.815251   0.01164797 0.00718866
 0.00677032 0.00751188 0.01342499 0.01087293 0.0043277  0.01042008
 0.00806573 0.00549914 0.02312125 0.00706066]"
challenge_4_test_0006.wav,"[0.00501571 0.00803609 0.00528166 0.0081257  0.01339464 0.01089078
 0.00390791 0.00587662 0.00777836 0.00655526 0.0062881  0.00712943
 0.00694589 0.00868936 0.06680378 0.7658605  0.00227476 0.02451125
 0.00921585 0.00734105 0.01372293 0.00635439]"
challenge_4_test_0007.wav,"[0.01258525 0.01005991 0.01103415 0.01043906 0.01226216 0.01993492
 0.00411472 0.00837051 0.01335319 0.01847263 0.01102887 0.01963024
 0.01562246 0.01066146 0.01305802 0.03248703 0.00436    0.01490465
 0.7019236  0.0239541  0.01740415 0.01433887]"
challenge_4_test_0008.wav,"[0.00732305 0.00749341 0.01175457 0.01226053 0.01579139 0.01261628
 0.00294294 0.7573509  0.00765936 0.01652298 0.01081494 0.00967482
 0.01141562 0.00837478 0.04076859 0.00615036 0.00667849 0.00797451
 0.01003012 0.01649648 0.01146738 0.00843845]"
challenge_4_test_0009.wav,"[0.00630541 0.00609588 0.00756353 0.01297394 0.02077174 0.01125322
 0.0029039  0.02254109 0.00732638 0.01281393 0.01095527 0.04174811
 0.7034485  0.02015801 0.05046343 0.00971766 0.00525586 0.00881478
 0.01054049 0.0098737  0.01040304 0.00807217]"
challenge_4_test_0010.wav,"[0.01113928 0.01060056 0.00450155 0.01995891 0.01072924 0.00543172
 0.0032177  0.7930411  0.00948935 0.02094362 0.00603328 0.01266095
 0.00826988 0.00496027 0.03495562 0.00445132 0.0039496  0.00632628
 0.00827723 0.00456137 0.01153438 0.00496684]"
challenge_4_test_0012.wav,"[0.00580589 0.01315684 0.00684821 0.00465958 0.00460998 0.007474
 0.00301952 0.00497898 0.00534942 0.83494973 0.00559272 0.00596342
 0.00680216 0.0060735  0.00590105 0.00610089 0.00681345 0.00490615
 0.00747397 0.00569199 0.04246157 0.00536699]"
challenge_4_test_0014.wav,"[0.00531129 0.01083731 0.00705321 0.00976646 0.00606256 0.0112094
 0.00317074 0.00830196 0.03679505 0.01536428 0.00633336 0.00735339
 0.00799867 0.00805005 0.00604108 0.00890501 0.00593387 0.2597878
 0.00707712 0.04868186 0.51004946 0.00991611]"
challenge_4_test_0015.wav,"[0.00446237 0.00519937 0.00357334 0.01671956 0.85555977 0.00931649
 0.00440844 0.0061555  0.00585897 0.00723523 0.00613237 0.0080948
 0.01131588 0.00574441 0.00601871 0.00690173 0.00293212 0.00600131
 0.00558869 0.00717734 0.00857941 0.00702413]"
challenge_4_test_0016.wav,"[0.00579749 0.00481154 0.0051226  0.88688344 0.0063089  0.00592729
 0.00240341 0.00534154 0.0038107  0.0048852  0.00409666 0.00567759
 0.00502951 0.00397411 0.00929253 0.00592742 0.00517536 0.00439211
 0.00494788 0.00762989 0.00659926 0.00596562]"
challenge_4_test_0017.wav,"[0.01920013 0.01369044 0.02449482 0.02601826 0.01638588 0.05290551
 0.00715108 0.02404587 0.09988072 0.28809094 0.1423248  0.03956047
 0.02727332 0.02888784 0.01392018 0.01797938 0.01116851 0.03063371
 0.01660546 0.02630672 0.06159737 0.01187868]"
